1,1&2
1,3&4
1,5&6
1,7&8
1,9&10
1,11&12
1,13&14
1,15&16
1,17&18
1,19&20
1,21&22
2,1&2
2,3&4
2,5&6
2,7&8
2,9&10
2,11&12
2,13&14
2,15&16
2,17&18
2,19&20
2,21&22
2,23&24
3,1&2
3,3&4
3,20&21
3,22&23
4,1&2
4,3&4
4,20&21
4,22&23
5,1&2
5,3&4
5,20&21
5,22&23
6,1&2
6,3&4
6,20&21
6,22&23
3,5
3,6
3,7
3,8
3,9
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,17
3,18
3,19
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,12
4,13
4,14
4,15
4,16
4,17
4,18
4,19
5,5
5,6
5,7
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,15
5,16
5,17
5,18
5,19
6,5
6,6
6,7
6,8
6,9
6,10
6,11
6,12
6,13
6,14
6,15
6,16
6,17
6,18
6,19
7,1&2
7,3&4
7,16&17
7,18&19
8,1&2
8,3&4
8,16&17
8,18&19
9,1&2
9,3&4
9,16&17
9,18&19
10,1&2
10,3&4
10,16&17
10,18&19
11,1&2
11,3&4
11,16&17
11,18&19
7,5
7,6
7,7
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
8,5
8,6
8,7
8,8
8,9
8,10
8,11
8,12
8,13
8,14
8,15
9,5
9,6
9,7
9,8
9,9
9,10
9,11
9,12
9,13
9,14
9,15
10,5
10,6
10,7
10,8
10,9
10,10
10,11
10,12
10,13
10,14
10,15
11,5
11,6
11,7
11,8
11,9
11,10
11,11
11,12
11,13
11,14
11,15
12,4&5
12,6&7
12,19&20
12,21&22
13,4&5
13,6&7
13,19&20
13,21&22
14,4&5
14,6&7
14,19&20
14,21&22
15,4&5
15,6&7
15,19&20
15,21&22
12,8
12,9
12,10
12,11
12,12
12,13
12,14
12,15
12,16
12,17
12,18
13,8
13,9
13,10
13,11
13,12
13,13
13,14
13,15
13,16
13,17
13,18
14,8
14,9
14,10
14,11
14,12
14,13
14,14
14,15
14,16
14,17
14,18
15,8
15,9
15,10
15,11
15,12
15,13
15,14
15,15
15,16
15,17
15,18
12,1
12,2
12,3
13,1
13,2
13,3
14,1
14,2
14,3
15,1
15,2
15,3
16,1&2
16,3&4
16,5&6
16,7&8
16,9&10
16,11&12
16,13
16,14
16,15
16,16&17
16,18&19
16,20&21
16,22&23
16,24&25
